F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Y
27,K3,372500,R12,3,Q2,P3,M2,caucasian,Male,0,0,45,Mexico,0
24,K3,190968,R2,9,Q2,P6,M2,caucasian,Male,0,0,48,USA,0
41,K3,37997,R16,8,Q3,P8,M1,caucasian,Male,0,0,84,USA,1
42,K3,257328,R2,9,Q7,P8,M5,caucasian,Male,0,0,40,USA,0
34,K3,127610,R1,13,Q1,P4,M4,caucasian,Female,0,0,15,USA,0
22,,139324,R5,5,Q1,,M5,black,Female,0,0,36,USA,0
47,K3,164423,R2,9,Q3,P2,M5,caucasian,Female,0,0,43,USA,0
50,K3,104501,R2,9,Q1,P1,M1,caucasian,Male,0,1980,40,USA,0
30,K3,56121,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
38,K3,296212,R1,13,Q2,P7,M2,caucasian,Male,0,0,45,USA,0
31,K3,157640,R2,9,Q2,P4,M2,caucasian,Male,0,0,55,USA,1
44,K3,222504,R6,10,Q2,P1,M3,caucasian,Female,0,0,45,USA,1
34,K3,261023,R6,10,Q2,P7,M2,caucasian,Male,0,1651,38,USA,0
52,K3,146567,R2,9,Q3,P10,M1,black,Male,14344,0,40,USA,1
34,K3,116910,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
31,K3,132601,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
68,K3,185537,R6,10,Q3,P6,M1,caucasian,Female,0,0,20,USA,0
22,K3,500720,R2,9,Q1,P1,M4,caucasian,Female,0,0,40,Mexico,0
42,K3,182108,R1,13,Q1,P2,M1,caucasian,Female,0,0,35,USA,0
37,K3,231491,R2,9,Q2,P7,M2,caucasian,Male,0,0,35,USA,0
36,K2,239415,R2,9,Q2,P9,M2,caucasian,Male,0,0,35,USA,0
38,K3,179262,R6,10,Q3,P1,M5,caucasian,Female,0,0,30,USA,0
72,K7,121004,R2,9,Q2,P5,M2,caucasian,Male,0,0,55,USA,0
40,K3,252392,R12,3,Q2,P5,M2,caucasian,Male,0,0,40,Mexico,0
19,K3,163578,R6,10,Q1,P6,M4,caucasian,Male,0,0,30,USA,0
55,K3,143266,R8,11,Q2,P7,M2,caucasian,Male,0,0,50,Hungary,1
30,K3,285902,R7,12,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
52,K3,113094,R1,13,Q5,P1,M5,caucasian,Female,0,1092,40,USA,0
29,K3,278637,R1,13,Q2,P6,M2,caucasian,Male,3103,0,45,USA,1
41,K3,174540,R6,10,Q2,P4,M2,black,Male,0,0,4,USA,0
29,K3,188729,R1,13,Q1,P1,M1,caucasian,Female,0,0,45,USA,0
24,K3,72143,R1,13,Q1,P6,M1,caucasian,Female,0,0,20,USA,0
46,K2,328216,R11,15,Q2,P4,M2,caucasian,Male,0,0,45,USA,1
44,K3,165815,R2,9,Q2,P2,M2,caucasian,Male,0,0,60,USA,1
17,K3,317702,R13,6,Q1,P6,M4,black,Female,0,0,15,USA,0
35,K3,215323,R8,11,Q3,P5,M5,caucasian,Female,0,0,35,USA,0
38,K3,192939,R2,9,Q3,P7,M5,caucasian,Male,0,0,40,USA,0
36,K3,156352,R5,5,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
24,K3,155066,R3,7,Q2,P10,M2,caucasian,Male,0,0,60,USA,0
38,K2,152621,R1,13,Q2,P9,M2,caucasian,Male,0,0,99,USA,0
19,K3,298891,R3,7,Q1,P6,M1,caucasian,Female,0,0,40,Honduras,0
30,K3,193298,R2,9,Q2,P8,M2,caucasian,Male,0,0,45,USA,0
36,K5,150309,R8,11,Q2,P8,M2,american,Male,0,0,40,USA,0
27,K3,384308,R6,10,Q1,P7,M1,caucasian,Male,0,0,45,USA,0
27,K3,305647,R7,12,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
66,,182378,R9,4,Q2,,M2,caucasian,Male,0,0,30,USA,0
65,K4,23494,R6,10,Q2,P2,M2,black,Male,0,2174,40,USA,1
37,K3,421633,R4,14,Q1,P2,M1,black,Female,0,0,40,USA,1
17,K3,57723,R3,7,Q1,P6,M4,caucasian,Male,0,0,30,USA,0
19,,307837,R6,10,Q1,,M4,caucasian,Male,0,0,40,USA,0
57,K3,103540,R12,3,Q2,P8,M2,black,Male,0,0,50,USA,0
54,K2,136224,R4,14,Q3,P4,M1,caucasian,Female,0,0,30,USA,0
21,K3,231573,R6,10,Q1,P5,M1,caucasian,Female,0,0,40,USA,0
43,K3,242804,R2,9,Q5,P3,M1,caucasian,Male,0,0,40,USA,0
50,K3,163671,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
38,K3,287701,R3,7,Q2,P3,M2,caucasian,Male,0,0,48,USA,1
31,K3,187560,R2,9,Q2,P4,M2,caucasian,Male,15024,0,40,USA,1
41,K3,222504,R11,15,Q3,P4,M5,caucasian,Female,0,0,38,USA,0
20,K3,41356,R6,10,Q1,P4,M1,caucasian,Female,0,0,40,USA,0
28,K3,59335,R1,13,Q2,P1,M6,caucasian,Female,0,0,15,USA,0
62,K3,84756,R5,5,Q2,P5,M2,caucasian,Male,0,0,35,USA,0
41,K3,407425,R16,8,Q3,P10,M1,black,Female,0,0,40,USA,0
37,K3,162424,R2,9,Q2,P7,M2,caucasian,Male,0,0,45,USA,0
53,K2,175456,R6,10,Q2,P9,M2,caucasian,Male,0,0,30,USA,0
28,K3,52603,R1,13,Q2,P6,M2,caucasian,Male,0,0,50,USA,1
23,K3,250630,R4,14,Q1,P4,M1,caucasian,Female,0,0,30,USA,0
46,K2,233974,R2,9,Q2,P9,M2,caucasian,Male,0,0,35,USA,0
28,K3,376302,R2,9,Q1,P6,M1,caucasian,Female,0,0,45,USA,0
50,K3,195638,R13,6,Q5,P1,M5,caucasian,Female,0,0,40,USA,0
19,K3,225775,R6,10,Q1,P7,M1,caucasian,Male,0,0,45,Mexico,0
84,K3,388384,R9,4,Q2,P4,M2,black,Male,0,0,10,USA,0
48,K2,219021,R11,15,Q2,P4,M2,caucasian,Male,0,0,35,USA,1
61,K2,168654,R2,9,Q7,P1,M5,caucasian,Female,0,0,20,USA,0
44,K3,180609,R6,10,Q3,P7,M1,caucasian,Male,0,0,42,USA,0
32,K3,114746,R2,9,Q5,P3,M5,asian,Female,0,0,60,South,0
25,K3,178037,R6,10,Q1,P1,M4,caucasian,Male,0,0,35,USA,0
47,K1,160045,R6,10,Q3,P1,M1,caucasian,Female,0,0,40,USA,0
19,K3,268524,R6,10,Q1,P6,M4,caucasian,Female,0,0,15,USA,0
37,K3,174844,R6,10,Q2,P5,M2,caucasian,Male,0,0,17,USA,0
28,K3,82488,R2,9,Q3,P11,M4,asian,Female,0,0,40,USA,0
34,K3,221167,R7,12,Q2,P1,M3,caucasian,Female,0,0,40,USA,1
32,K2,48014,R6,10,Q3,P5,M1,caucasian,Female,0,0,35,USA,0
24,K3,217226,R6,10,Q1,P5,M1,caucasian,Male,0,0,30,USA,0
22,,177902,R6,10,Q1,,M1,asian,Female,0,0,25,USA,0
30,K3,39386,R6,10,Q2,P2,M2,black,Male,0,0,99,USA,0
56,K3,37394,R4,14,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
30,K3,115426,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
28,K3,114158,R6,10,Q1,P1,M4,caucasian,Female,0,0,26,USA,0
40,K3,119101,R6,10,Q2,P7,M2,caucasian,Male,0,1887,68,USA,1
28,K3,360527,R6,10,Q1,P6,M1,caucasian,Male,0,0,45,USA,0
39,K3,225544,R16,8,Q1,P3,M1,caucasian,Male,0,0,40,USA,0
33,K2,108438,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
23,K3,230315,R6,10,Q1,P5,M1,asian,Male,0,0,40,Dominican-Republic,0
32,K3,158002,R6,10,Q1,P10,M6,caucasian,Male,0,0,55,Ecuador,0
37,K3,179468,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
71,K3,99894,R12,3,Q7,P14,M1,asian,Female,0,0,75,USA,0
30,K3,270889,R6,10,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
20,K3,42279,R6,10,Q1,P2,M1,caucasian,Female,0,0,40,USA,0
53,K4,167380,R2,9,Q2,P8,M2,caucasian,Male,0,1740,50,USA,0
42,K3,274913,R2,9,Q3,P7,M5,caucasian,Male,0,0,45,USA,0
44,K3,35910,R1,13,Q2,P2,M2,caucasian,Male,0,1902,56,USA,1
26,K3,68001,R4,14,Q1,P4,M1,caucasian,Female,0,0,40,USA,0
21,K3,27162,R6,10,Q1,P5,M4,caucasian,Female,0,0,16,USA,0
37,K2,286146,R2,9,Q4,P5,M5,black,Female,0,0,40,USA,0
36,K5,95462,R1,13,Q3,P4,M5,caucasian,Female,0,0,40,USA,0
25,K3,50103,R2,9,Q1,P6,M5,caucasian,Female,0,0,40,USA,0
54,K3,511668,R10,16,Q2,P2,M2,caucasian,Male,0,1977,43,USA,1
38,K6,189679,R1,13,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
29,K3,115064,R2,9,Q1,P5,M1,caucasian,Male,0,0,40,USA,0
20,K1,215443,R6,10,Q1,P7,M4,caucasian,Male,0,0,38,USA,0
32,K3,174789,R2,9,Q1,P7,M6,caucasian,Male,0,0,50,USA,0
24,K3,91999,R7,12,Q1,P2,M1,caucasian,Male,0,0,20,USA,0
59,K4,100931,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
56,K2,119069,R1,13,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
40,K2,277488,R2,9,Q3,P8,M1,caucasian,Male,0,0,84,USA,0
35,K3,265662,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
38,K3,114591,R1,13,Q2,P4,M3,caucasian,Female,15024,0,40,USA,1
24,K3,227594,R6,10,Q1,P6,M4,caucasian,Female,0,0,20,USA,0
30,K3,129707,R6,10,Q2,P6,M2,caucasian,Male,0,1848,40,USA,1
61,,175032,R2,9,Q2,,M2,caucasian,Male,0,0,40,USA,0
36,K3,133569,R14,2,Q1,P9,M1,caucasian,Male,0,0,40,Mexico,0
20,K5,308654,R6,10,Q1,P12,M4,asian,Female,0,0,20,USA,0
36,K3,156084,R2,9,Q1,P6,M4,caucasian,Female,0,0,40,USA,0
45,K4,380127,R1,13,Q1,P2,M1,caucasian,Female,0,0,40,USA,0
22,K3,210781,R1,13,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
31,K3,189759,R2,9,Q1,P9,M1,caucasian,Male,0,2001,40,USA,0
34,K3,258675,R2,9,Q1,P8,M4,caucasian,Male,0,0,40,USA,0
24,K3,223367,R3,7,Q1,P7,M5,caucasian,Male,0,0,40,USA,0
42,,204817,R5,5,Q1,,M4,black,Male,0,0,35,USA,0
23,K3,409230,R1,13,Q1,P6,M1,caucasian,Male,0,0,25,USA,0
46,K4,308077,R11,15,Q5,P4,M5,caucasian,Female,0,0,40,Germany,1
60,K3,159049,R11,15,Q2,P4,M2,caucasian,Male,0,0,70,Germany,1
40,K3,353142,R6,10,Q3,P10,M5,black,Female,0,0,40,USA,0
55,K3,143030,R2,9,Q3,P10,M1,caucasian,Female,0,0,40,USA,0
47,K3,304857,R4,14,Q5,P11,M1,caucasian,Male,27828,0,40,USA,1
28,K3,30912,R2,9,Q2,P5,M2,caucasian,Male,0,0,43,USA,0
55,K3,125000,R11,15,Q2,P2,M2,caucasian,Male,0,0,60,USA,1
47,K3,181363,R4,14,Q2,P4,M2,caucasian,Male,0,0,40,USA,1
54,K3,338620,R4,14,Q2,P2,M2,caucasian,Male,0,0,52,USA,1
32,K3,115989,R3,7,Q2,P5,M3,caucasian,Female,0,0,60,USA,0
38,K3,111128,R7,12,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
61,K2,201273,R6,10,Q7,P10,M1,caucasian,Female,0,0,40,USA,0
62,K6,137354,R4,14,Q2,P4,M2,asian,Male,0,0,40,South,0
29,K3,133420,R6,10,Q2,P7,M2,caucasian,Male,5013,0,40,USA,0
26,K3,192208,R2,9,Q1,P12,M1,black,Female,0,0,32,USA,0
19,K3,220001,R6,10,Q1,P9,M4,caucasian,Male,0,0,50,USA,0
40,K3,352612,R13,6,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
36,K3,169426,R2,9,Q2,P10,M2,caucasian,Male,7298,0,40,USA,1
42,K3,319016,R2,9,Q2,P8,M2,caucasian,Male,2885,0,45,USA,0
55,K3,119751,R4,14,Q1,P4,M6,asian,Female,0,0,40,Thailand,0
55,K3,202220,R2,9,Q2,P5,M3,black,Female,2407,0,35,USA,0
43,K2,99220,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
39,K3,111275,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
38,K4,261241,R6,10,Q2,P1,M2,caucasian,Male,0,0,45,USA,1
28,K3,261725,R2,9,Q1,P5,M5,caucasian,Female,0,0,40,Mexico,0
36,K3,182013,R6,10,Q3,P11,M5,caucasian,Female,0,0,40,USA,0
49,K3,40666,R6,10,Q2,P9,M2,caucasian,Male,0,0,50,USA,0
41,K3,216461,R6,10,Q3,P1,M4,black,Female,0,0,40,USA,0
60,K3,320376,R9,4,Q2,P10,M3,caucasian,Female,0,0,40,USA,0
35,K3,282951,R1,13,Q2,P2,M2,caucasian,Male,0,0,70,USA,0
36,K1,166697,R1,13,Q3,P4,M5,caucasian,Female,0,0,40,USA,0
51,K3,290856,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
23,K3,455361,R2,9,Q1,P5,M1,caucasian,Male,0,0,40,Guatemala,0
51,K3,82783,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
17,K3,56536,R3,7,Q1,P6,M4,caucasian,Female,1055,0,18,India,0
33,K2,109959,R6,10,Q2,P6,M2,caucasian,Male,0,0,25,USA,0
50,K3,177927,R2,9,Q3,P12,M1,caucasian,Male,0,0,40,USA,0
38,K3,192337,R16,8,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
18,K3,236272,R2,9,Q1,P1,M4,caucasian,Female,0,0,35,USA,0
26,K3,33610,R2,9,Q1,P8,M4,caucasian,Male,0,0,40,USA,0
21,K3,209483,R6,10,Q1,P6,M4,caucasian,Female,0,0,47,USA,0
26,K3,247006,R2,9,Q2,P2,M2,caucasian,Male,0,0,52,USA,0
30,K5,311913,R2,9,Q2,P1,M3,caucasian,Female,0,0,40,USA,1
39,,204756,R6,10,Q3,,M1,caucasian,Female,0,0,20,USA,0
33,K5,300681,R2,9,Q1,P5,M1,black,Male,0,0,40,USA,0
42,K1,24264,R6,10,Q3,P8,M5,caucasian,Male,0,0,38,USA,0
28,K3,266070,R11,15,Q1,P4,M1,caucasian,Female,0,0,50,USA,0
20,K3,226978,R2,9,Q1,P5,M4,caucasian,Male,0,0,35,USA,0
66,K5,362165,R1,13,Q7,P4,M1,black,Female,0,2206,25,USA,0
31,K3,341672,R6,10,Q2,P1,M2,asian,Male,0,0,50,India,0
36,K3,179488,R6,10,Q3,P1,M5,caucasian,Male,0,0,40,Canada,0
39,K4,243872,R7,12,Q1,P4,M1,caucasian,Male,0,0,40,USA,1
52,K3,259583,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,0
61,K3,159822,R9,4,Q2,P7,M2,caucasian,Male,7688,0,40,Poland,1
27,K3,219863,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
45,K3,206947,R2,9,Q3,P1,M1,caucasian,Female,0,0,50,USA,0
21,K3,245572,R5,5,Q1,P5,M4,american,Male,0,0,40,USA,0
25,K3,38488,R2,9,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
24,K3,182504,R6,10,Q1,P5,M4,caucasian,Female,0,0,25,USA,0
38,K3,193815,R7,12,Q2,P2,M2,caucasian,Male,0,0,55,Italy,0
51,,521665,R6,10,Q2,,M2,caucasian,Male,0,0,24,USA,0
29,K3,46442,R1,13,Q2,P4,M3,caucasian,Female,0,1902,50,USA,1
45,K3,60267,R2,9,Q3,P1,M5,caucasian,Female,0,0,38,USA,0
59,K3,264357,R13,6,Q2,P8,M2,caucasian,Male,0,0,50,USA,0
41,K3,191814,R2,9,Q2,P1,M4,caucasian,Male,0,0,40,USA,0
23,K3,107882,R1,13,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
43,K3,174575,R6,10,Q3,P1,M1,caucasian,Male,0,0,45,USA,0
17,K3,143331,R3,7,Q1,P6,M4,caucasian,Male,0,0,20,USA,0
32,K3,126132,R1,13,Q2,P2,M2,caucasian,Male,15024,0,50,USA,1
42,K3,198619,R8,11,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
68,K3,211287,R4,14,Q2,P2,M2,caucasian,Male,0,2392,40,USA,1
55,K4,238192,R2,9,Q2,P11,M2,caucasian,Male,0,1887,40,USA,1
43,K3,257780,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,0
61,K3,183355,R2,9,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
28,K3,148429,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
47,K3,71221,R2,9,Q3,P10,M5,caucasian,Female,0,0,60,USA,0
21,K2,236769,R9,4,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
39,K3,32146,R6,10,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
39,K3,347491,R3,7,Q3,P7,M1,caucasian,Male,0,1876,46,USA,0
34,K3,180714,R6,10,Q2,P8,M2,black,Male,0,2179,40,USA,0
57,,188877,R5,5,Q3,,M1,caucasian,Male,0,0,40,USA,0
27,K3,306747,R1,13,Q3,P3,M4,black,Male,0,0,40,USA,0
21,K1,478457,R6,10,Q1,P5,M4,black,Female,0,0,12,USA,0
25,K3,248990,R12,3,Q1,P10,M1,caucasian,Male,0,0,40,Mexico,0
51,K6,46281,R6,10,Q2,P6,M2,caucasian,Male,0,0,50,USA,1
35,K3,148015,R1,13,Q1,P6,M4,black,Female,0,0,40,USA,0
19,K3,278115,R6,10,Q1,P5,M4,caucasian,Male,0,0,12,USA,0
27,K3,190525,R1,13,Q2,P2,M2,caucasian,Male,7298,0,55,USA,1
34,K3,176673,R6,10,Q1,P6,M6,black,Female,0,0,35,USA,0
33,,202366,R2,9,Q3,,M5,caucasian,Female,0,0,32,USA,0
36,K3,238415,R2,9,Q3,P7,M5,caucasian,Male,0,0,40,USA,0
33,K2,37939,R1,13,Q2,P7,M2,caucasian,Male,0,0,35,USA,0
60,K2,35649,R1,13,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
42,K3,383493,R6,10,Q2,P2,M2,caucasian,Male,15024,0,50,USA,1
47,K4,204900,R2,9,Q2,P4,M3,black,Female,0,0,40,USA,0
42,K3,20809,R2,9,Q3,P7,M1,caucasian,Male,0,0,75,USA,1
34,K3,148207,R6,10,Q2,P2,M2,caucasian,Male,0,0,65,USA,1
21,K3,200153,R2,9,Q1,P5,M4,caucasian,Female,0,0,32,USA,0
30,K3,169496,R4,14,Q2,P5,M2,caucasian,Male,0,0,15,USA,1
53,K3,22978,R4,14,Q2,P2,M3,caucasian,Female,0,0,50,USA,1
34,K3,366898,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,Germany,0
37,K3,324947,R1,13,Q2,P3,M2,caucasian,Male,0,0,40,USA,0
27,K3,321577,R2,9,Q1,P1,M4,black,Female,0,0,40,USA,0
31,K3,241360,R1,13,Q1,P6,M1,caucasian,Male,0,0,40,USA,0
30,K3,207564,R6,10,Q2,P1,M3,caucasian,Female,0,0,40,USA,0
33,K3,220860,R2,9,Q3,P8,M1,caucasian,Male,0,0,45,USA,0
41,K5,336571,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
23,K1,56402,R6,10,Q2,P4,M2,caucasian,Male,0,0,30,USA,0
65,K3,180280,R6,10,Q2,P2,M3,caucasian,Female,0,0,40,USA,0
30,K3,81282,R2,9,Q1,P5,M5,caucasian,Female,0,0,40,USA,0
51,K3,86332,R8,11,Q2,P5,M2,caucasian,Male,4064,0,55,USA,0
30,K5,27051,R6,10,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
49,K3,287647,R4,14,Q3,P6,M1,caucasian,Male,4787,0,45,USA,1
37,K2,183735,R2,9,Q2,P4,M2,caucasian,Male,3137,0,30,USA,0
42,K3,100800,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
62,K3,155094,R8,11,Q2,P2,M3,caucasian,Female,0,0,45,USA,1
67,,102693,R2,9,Q7,,M1,caucasian,Male,1086,0,35,USA,0
31,K3,151053,R6,10,Q2,P8,M2,caucasian,Male,5178,0,40,USA,1
50,K3,548361,R1,13,Q2,P11,M2,caucasian,Male,0,0,20,USA,1
33,K3,173858,R1,13,Q2,P1,M6,asian,Male,0,0,40,India,0
27,K3,347153,R6,10,Q1,P8,M6,caucasian,Male,0,0,40,USA,0
31,K3,319146,R8,11,Q2,P7,M2,caucasian,Male,4386,0,40,Mexico,1
35,K3,197719,R6,10,Q1,P10,M6,american,Male,0,0,40,USA,0
55,K3,197114,R6,10,Q2,P8,M2,caucasian,Male,0,0,6,USA,1
54,K2,109418,R1,13,Q2,P2,M3,caucasian,Female,0,1977,35,USA,1
56,K3,182062,R1,13,Q2,P11,M2,caucasian,Male,0,0,48,USA,1
21,K3,184543,R8,11,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
66,K3,175558,R9,4,Q7,P5,M1,caucasian,Female,0,0,20,Germany,0
46,K3,122026,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
23,K3,340543,R1,13,Q1,P2,M1,caucasian,Female,0,0,38,USA,0
43,K3,101950,R4,14,Q1,P2,M1,caucasian,Female,0,0,45,USA,0
40,K3,179508,R2,9,Q2,P10,M2,caucasian,Male,0,0,55,USA,0
52,K3,225317,R12,3,Q2,P7,M2,caucasian,Male,0,0,40,Mexico,0
59,K5,53304,R1,13,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
36,K5,282602,R8,11,Q5,P1,M4,black,Female,0,0,40,USA,0
33,K3,184016,R2,9,Q1,P8,M1,caucasian,Male,0,0,40,USA,0
20,K3,250165,R2,9,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
21,K3,196467,R2,9,Q1,P10,M1,caucasian,Male,0,0,35,USA,0
59,,220783,R13,6,Q7,,M5,caucasian,Female,0,0,40,USA,0
42,K2,178780,R4,14,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
62,K3,65868,R2,9,Q7,P6,M1,caucasian,Female,0,0,43,USA,0
54,K3,35459,R2,9,Q1,P6,M1,caucasian,Male,0,0,40,USA,0
35,K3,98986,R9,4,Q1,P10,M4,caucasian,Female,0,0,30,USA,0
36,K3,282092,R7,12,Q1,P11,M1,caucasian,Female,0,0,40,USA,0
21,K3,140764,R2,9,Q1,P1,M6,caucasian,Female,0,0,45,USA,0
30,K3,33124,R2,9,Q5,P9,M5,caucasian,Female,0,0,14,USA,0
46,K3,90042,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
32,K3,102986,R12,3,Q2,P10,M3,asian,Female,0,0,40,Laos,1
21,K3,214387,R6,10,Q1,P6,M6,caucasian,Male,0,0,64,USA,0
39,K3,180667,R2,9,Q1,P1,M1,caucasian,Male,0,0,40,USA,0
54,K3,278329,R2,9,Q4,P2,M1,caucasian,Female,0,0,43,USA,0
32,K3,184440,R6,10,Q2,P10,M2,caucasian,Male,3464,0,40,USA,0
23,K3,140462,R2,9,Q1,P10,M4,caucasian,Male,0,0,40,USA,0
42,K3,202565,R14,2,Q2,P10,M2,caucasian,Male,0,0,40,Italy,0
62,,181063,R13,6,Q7,,M1,caucasian,Female,0,0,30,USA,0
28,K3,287268,R6,10,Q1,P5,M1,caucasian,Male,0,0,35,USA,0
28,K3,215955,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
35,K3,82552,R7,12,Q2,P11,M2,caucasian,Male,0,0,40,USA,0
19,K3,41745,R6,10,Q1,P2,M4,caucasian,Female,0,0,40,USA,0
27,K3,73587,R2,9,Q1,P3,M1,black,Male,0,0,35,USA,0
54,K3,263925,R14,2,Q2,P8,M2,caucasian,Male,0,0,50,USA,0
19,K3,196119,R2,9,Q1,P6,M4,caucasian,Female,0,0,35,USA,0
27,K3,284741,R6,10,Q1,P6,M1,caucasian,Female,0,0,30,USA,0
30,K3,293936,R2,9,Q1,P5,M1,caucasian,Male,0,0,50,,0
35,K3,340428,R7,12,Q1,P1,M1,caucasian,Female,0,0,35,USA,0
66,,175891,R5,5,Q2,,M2,caucasian,Male,0,0,40,USA,0
19,K5,276973,R6,10,Q1,P4,M4,caucasian,Female,0,0,20,USA,0
30,K3,161599,R2,9,Q2,P3,M2,caucasian,Male,0,0,40,USA,1
32,K3,144064,R1,13,Q1,P11,M1,caucasian,Male,0,0,40,USA,0
31,K3,236391,R6,10,Q1,P6,M1,caucasian,Female,0,0,40,USA,0
26,K3,224943,R8,11,Q1,P6,M6,black,Male,0,0,65,USA,0
44,K3,151294,R6,10,Q7,P6,M1,caucasian,Female,0,0,25,USA,0
52,K3,68982,R1,13,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
30,K3,241885,R6,10,Q2,P9,M2,caucasian,Male,0,0,40,USA,0
32,K2,189461,R2,9,Q1,P5,M1,caucasian,Female,0,0,60,USA,0
19,K2,36012,R2,9,Q1,P7,M4,caucasian,Male,0,0,40,USA,0
33,K3,85355,R2,9,Q5,P10,M1,caucasian,Male,0,0,30,USA,0
20,K3,157595,R6,10,Q1,P3,M1,caucasian,Male,0,0,40,USA,0
61,K3,197286,R9,4,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
33,K3,362747,R6,10,Q1,P5,M1,black,Female,0,0,35,USA,0
24,K3,395297,R6,10,Q1,P6,M4,caucasian,Female,0,0,35,USA,0
31,K2,144949,R1,13,Q3,P7,M1,caucasian,Male,0,0,60,USA,0
20,,163665,R2,9,Q1,,M4,caucasian,Female,0,0,20,USA,0
32,K3,141490,R8,11,Q3,P2,M5,caucasian,Female,0,0,50,USA,0
29,K3,147889,R7,12,Q2,P11,M3,caucasian,Female,0,0,40,USA,0
61,K3,232808,R13,6,Q3,P5,M1,caucasian,Male,0,0,24,USA,0
48,K3,70668,R2,9,Q2,P10,M3,caucasian,Female,0,0,50,USA,0
29,K4,33315,R7,12,Q3,P1,M1,caucasian,Female,0,0,40,USA,0
61,,63526,R16,8,Q1,,M1,black,Male,0,0,52,USA,0
34,K3,591711,R6,10,Q1,P3,M1,black,Male,0,0,48,,0
22,K3,200318,R7,12,Q1,P1,M1,caucasian,Female,0,0,15,USA,0
32,K3,97723,R2,9,Q2,P7,M2,caucasian,Male,0,1672,40,USA,0
38,K3,109231,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
27,K3,102889,R6,10,Q3,P10,M5,caucasian,Female,0,0,40,USA,0
26,K3,167106,R2,9,Q1,P7,M6,asian,Male,0,0,40,Hong,0
35,K3,182898,R2,9,Q1,P1,M1,caucasian,Male,8614,0,40,USA,1
62,K3,197918,R2,9,Q3,P1,M5,caucasian,Female,0,0,40,USA,0
28,K3,67386,R2,9,Q1,P5,M5,caucasian,Female,0,0,40,USA,0
50,K3,126592,R2,9,Q5,P7,M1,black,Male,0,0,40,USA,0
34,K3,49469,R1,13,Q1,P6,M1,caucasian,Male,99999,0,50,USA,1
37,K2,119929,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
63,K3,158199,R14,2,Q7,P10,M5,caucasian,Female,0,0,44,Portugal,0
35,K3,341102,R5,5,Q1,P3,M1,black,Male,0,0,40,USA,0
55,K3,101524,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
40,K3,202872,R2,9,Q2,P6,M3,caucasian,Female,0,0,40,USA,1
